detector,threshold,seed_count,precision,precision_std,precision_mean_plus_minus_std,recall,recall_std,recall_mean_plus_minus_std,f1,f1_std,f1_mean_plus_minus_std
yolo11s,0.16,5,0.3013289512211926,0.17080932252595127,0.301329 ± 0.170809,0.13059701492537315,0.07582985609291633,0.130597 ± 0.0758299,0.18145232970372246,0.10370510360849185,0.181452 ± 0.103705
yolo11s,0.17,5,0.3014091604763149,0.17036283513320255,0.301409 ± 0.170363,0.12761194029850748,0.07408384525869088,0.127612 ± 0.0740838,0.17854890340997207,0.10195407437675726,0.178549 ± 0.101954
yolo11s,0.18,5,0.3012376947994026,0.17062295351619866,0.301238 ± 0.170623,0.1238805970149254,0.07375422631187917,0.123881 ± 0.0737542,0.17458944544150407,0.10150707388711118,0.174589 ± 0.101507
yolo11s,0.19,5,0.3032507605388961,0.1716696878391654,0.303251 ± 0.17167,0.12014925373134329,0.07111121940042744,0.120149 ± 0.0711112,0.17106655252313197,0.09902631488432576,0.171067 ± 0.0990263
yolo11s,0.2,5,0.30404781600005715,0.17204294737826092,0.304048 ± 0.172043,0.1164179104477612,0.06947717107127226,0.116418 ± 0.0694772,0.1671575296757241,0.0972586756133434,0.167158 ± 0.0972587
yolo11s,0.21,5,0.3024800259865195,0.17137699101857232,0.30248 ± 0.171377,0.11119402985074626,0.06619323057283855,0.111194 ± 0.0661932,0.16145139979108702,0.09383234217740768,0.161451 ± 0.0938323
yolo11s,0.22,5,0.30384270817523423,0.1722220782546356,0.303843 ± 0.172222,0.10671641791044777,0.06269322992310361,0.106716 ± 0.0626932,0.15678089126153935,0.09003808601092365,0.156781 ± 0.0900381
yolo11s,0.23,5,0.3049542124542125,0.17270829325959083,0.304954 ± 0.172708,0.1044776119402985,0.061764721482264355,0.104478 ± 0.0617647,0.15433800700434822,0.08890029749163139,0.154338 ± 0.0889003
yolo11s,0.24,5,0.30224195016658095,0.17153727998565166,0.302242 ± 0.171537,0.1,0.06139165395126531,0.1 ± 0.0613917,0.14859163714705584,0.08814438376199706,0.148592 ± 0.0881444
yolo11s,0.25,5,0.298316891974181,0.16908185399579506,0.298317 ± 0.169082,0.0955223880597015,0.06066158973841962,0.0955224 ± 0.0606616,0.14266144111134127,0.08683218156558284,0.142661 ± 0.0868322
